player,trial,stone_type,result
1,231,free,N
1,232,free,SR
1,233,free,N
1,234,free,R
1,235,free,N
1,236,free,N
1,237,free,N
1,238,paid,N
1,239,free,R
1,240,paid,N
1,241,free,N
1,242,free,N
1,243,free,N
1,244,free,R
1,245,free,N
1,246,free,N
1,247,free,N
1,248,free,R
1,249,free,SR
1,250,free,R
1,251,free,SR
1,252,free,SR
1,253,free,N
1,254,free,N
1,255,free,R
1,256,free,N
1,257,paid,N
1,258,free,SR
1,259,free,R
1,260,free,R
1,261,free,R
1,262,free,R
1,263,free,N
1,264,free,R
1,265,free,N
1,266,free,R
1,267,paid,N
1,268,free,R
1,269,paid,R
1,270,free,N
1,271,paid,N
1,272,free,N
1,273,paid,N
1,274,free,N
1,275,free,N
1,276,free,N
1,277,free,N
1,278,free,R
1,279,free,SR
1,280,paid,R
1,281,paid,SR
1,282,free,SR
1,283,free,R
1,284,free,SR
1,285,free,N
1,286,paid,N
1,287,free,N
1,288,paid,R
1,289,free,N
1,290,paid,R
1,291,free,N
1,292,free,N
1,293,free,N
1,294,free,SR
1,295,free,SR
1,296,free,N
1,297,paid,R
1,298,free,N
1,299,free,R
1,300,paid,N
1,301,free,N
1,302,free,N
1,303,free,SR
1,304,free,N
1,305,paid,R
1,306,free,R
1,307,free,N
1,308,free,N
1,309,free,N
1,310,free,N
1,311,free,N
1,312,free,N
1,313,free,N
1,314,free,N
1,315,paid,N
1,316,free,R
1,317,paid,N
1,318,free,R
1,319,paid,R
1,320,free,N
1,321,free,N
1,322,paid,N
1,323,free,R
1,324,free,SR
1,325,paid,N
1,326,free,SR
1,327,free,SSR
1,328,free,N
1,329,free,N
1,330,free,N
1,331,paid,N
1,332,free,N
1,333,free,SR
1,334,free,R
1,335,paid,N
1,336,free,SR
1,337,free,N
1,338,paid,R
1,339,free,N
1,340,paid,R
1,341,paid,N
1,342,paid,SR
1,343,free,SSR
1,344,free,SR
1,345,free,R
1,346,free,SR
1,347,free,N
1,348,free,N
1,349,free,N
1,350,free,N
1,351,free,SR
1,352,paid,N
1,353,paid,N
1,354,free,N
1,355,free,N
1,356,free,SSR
1,357,free,N
1,358,free,N
1,359,free,N
1,360,paid,SR
1,361,free,SR
1,362,free,R
1,363,paid,SSR
1,364,free,N
1,365,free,N
1,366,free,R
1,367,free,R
1,368,paid,SR
1,369,free,SR
1,370,free,R
1,371,paid,R
1,372,free,N
1,373,paid,N
1,374,free,N
1,375,free,R
1,376,free,N
1,377,free,N
1,378,free,R
1,379,free,N
1,380,free,R
1,381,paid,N
1,382,free,R
1,383,free,N
1,384,free,SR
1,385,free,N
1,386,free,R
1,387,free,R
1,388,free,N
1,389,free,N
1,390,paid,N
1,391,paid,SR
1,392,paid,SR
1,393,paid,SR
1,394,paid,N
1,395,paid,R
1,396,free,N
1,397,paid,R
1,398,paid,N
1,399,free,N
1,400,free,N
1,401,free,N
1,402,free,N
1,403,paid,SR
1,404,free,N
1,405,free,SR
1,406,free,N
1,407,free,N
1,408,free,N
1,409,free,N
1,410,free,N
1,411,free,N
1,412,free,SR
1,413,free,R
1,414,free,N
1,415,free,R
1,416,free,N
1,417,free,N
1,418,free,N
1,419,free,N
1,420,free,SR
1,421,free,N
1,422,free,R
1,423,paid,N
1,424,paid,R
1,425,free,R
1,426,free,N
1,427,free,SR
2,1,free,N
2,2,paid,R
2,3,paid,N
2,4,free,SR
2,5,free,R
2,6,free,R
2,7,free,N
2,8,free,R
2,9,free,R
2,10,free,N
2,11,paid,R
2,12,free,N
2,13,free,N
2,14,free,N
2,15,free,N
2,16,free,SR
2,17,free,N
2,18,free,R
2,19,free,R
2,20,free,R
2,21,paid,R
2,22,free,R
2,23,free,SR
2,24,free,SSR
2,25,paid,R
2,26,free,N
2,27,paid,N
2,28,free,R
2,29,paid,R
2,30,free,SSR
2,31,free,N
2,32,free,N
2,33,paid,N
2,34,paid,R
2,35,free,N
2,36,free,R
2,37,free,SR
2,38,free,SSR
2,39,free,N
2,40,free,SR
2,41,paid,N
2,42,free,SR
2,43,free,R
2,44,paid,SR
2,45,free,R
2,46,free,SR
2,47,free,N
2,48,free,R
2,49,free,N
2,50,free,N
2,51,paid,R
2,52,free,N
2,53,paid,N
2,54,free,SR
2,55,free,R
2,56,free,N
2,57,paid,R
2,58,free,SR
2,59,paid,N
2,60,free,R
2,61,free,R
2,62,paid,N
2,63,free,N
2,64,paid,R
2,65,free,N
2,66,paid,R
2,67,paid,R
2,68,free,R
2,69,paid,R
2,70,free,R
2,71,free,SR
2,72,paid,SSR
2,73,free,SR
2,74,free,N
2,75,paid,R
2,76,free,N
2,77,free,N
2,78,free,N
2,79,free,N
2,80,free,R
2,81,free,SR
2,82,free,R
2,83,free,R
2,84,paid,N
2,85,free,SSR
2,86,free,SSR
2,87,free,SR
2,88,free,R
2,89,paid,N
2,90,paid,N
2,91,free,R
2,92,free,N
2,93,free,SR
2,94,paid,R
2,95,free,SR
2,96,paid,SR
2,97,paid,SSR
2,98,free,N
2,99,free,SR
2,100,free,N
2,101,free,N
2,102,paid,R
2,103,paid,N
2,104,paid,N
2,105,free,N
2,106,free,R
2,107,free,R
2,108,paid,R
2,109,paid,N
2,110,free,N
2,111,free,N
2,112,free,R
2,113,free,SR
2,114,free,R
2,115,paid,SSR
2,116,free,N
2,117,paid,N
2,118,paid,N
2,119,free,SR
2,120,free,N
2,121,paid,N
2,122,free,N
2,123,free,N
2,124,paid,N
2,125,free,R
2,126,free,N
2,127,free,R
2,128,free,SR
2,129,paid,SR
2,130,free,SR
2,131,free,N
2,132,free,N
2,133,paid,R
2,134,free,N
2,135,free,N
2,136,free,N
2,137,free,N
2,138,paid,SSR
2,139,free,N
2,140,paid,N
2,141,free,N
2,142,free,R
2,143,free,N
2,144,paid,SSR
2,145,free,R
2,146,free,SR
2,147,free,SSR
2,148,free,N
2,149,free,N
2,150,free,SSR
2,151,free,N
2,152,free,SR
2,153,free,R
2,154,free,N
2,155,free,N
2,156,free,SSR
2,157,free,R
2,158,free,SSR
2,159,free,R
2,160,free,N
2,161,paid,N
2,162,free,N
2,163,free,N
2,164,free,N
2,165,paid,SR
2,166,free,N
2,167,free,N
2,168,free,N
2,169,free,N
2,170,paid,N
2,171,free,N
2,172,free,N
2,173,free,R
2,174,free,N
2,175,free,N
2,176,free,N
2,177,paid,N
2,178,free,N
2,179,free,SR
2,180,paid,R
2,181,free,N
2,182,free,N
2,183,free,SR
2,184,free,SR
2,185,free,SSR
2,186,free,N
2,187,free,R
2,188,free,SR
2,189,paid,N
2,190,free,R
2,191,free,SR
2,192,paid,R
2,193,free,R
2,194,paid,N
2,195,free,N
2,196,free,SR
2,197,paid,N
2,198,free,SR
2,199,free,N
2,200,free,N
2,201,free,R
2,202,free,SR
2,203,free,R
2,204,paid,SSR
2,205,free,N
2,206,free,N
2,207,free,R
2,208,free,R
2,209,paid,N
2,210,free,R
2,211,free,N
2,212,free,SSR
2,213,paid,R
2,214,free,N
2,215,paid,SR
2,216,paid,SR
2,217,free,N
2,218,free,R
2,219,free,N
2,220,free,N
2,221,free,N
2,222,free,R
2,223,free,R
2,224,free,SR
2,225,free,SR
2,226,paid,N
2,227,free,N
2,228,free,R
2,229,paid,N
2,230,free,SR
2,231,free,R
2,232,free,SR
2,233,free,N
2,234,free,N
2,235,free,R
2,236,free,N
2,237,paid,SR
2,238,free,N
2,239,paid,R
2,240,free,R
2,241,free,N
2,242,free,SR
2,243,paid,N
2,244,free,SR
2,245,free,N
2,246,free,SR
2,247,free,N
2,248,free,N
2,249,free,N
2,250,free,SSR
2,251,free,R
2,252,paid,SR
2,253,paid,SR
2,254,paid,N
2,255,paid,N
2,256,free,SR
2,257,free,N
2,258,paid,N
2,259,paid,N
2,260,free,R
2,261,free,N
2,262,free,N
2,263,free,R
2,264,free,R
2,265,paid,R
2,266,free,SR
2,267,free,R
2,268,paid,R
2,269,free,R
2,270,free,N
2,271,free,SR
2,272,free,R
2,273,free,N
2,274,free,R
2,275,free,N
2,276,free,N
2,277,free,N
2,278,free,R
2,279,paid,N
2,280,free,R
2,281,free,R
2,282,free,N
2,283,free,N
2,284,free,N
2,285,free,R
2,286,free,N
2,287,free,SSR
2,288,paid,R
2,289,free,N
2,290,free,R
2,291,paid,N
2,292,paid,N
2,293,paid,SR
2,294,paid,R
2,295,free,R
2,296,free,N
2,297,free,SR
2,298,free,N
2,299,free,N
2,300,free,R
2,301,free,N
2,302,paid,N
2,303,free,N
2,304,free,R
2,305,free,N
2,306,free,N
2,307,free,R
2,308,paid,N
2,309,free,N
2,310,free,N
2,311,free,R
2,312,free,N
2,313,free,N
2,314,free,N
2,315,free,R
2,316,free,N
2,317,free,N
2,318,free,N
2,319,free,R
2,320,free,SR
2,321,free,N
2,322,paid,N
2,323,free,N
2,324,free,SR
2,325,paid,SR
2,326,free,R
2,327,free,N
2,328,free,R
2,329,free,N
2,330,free,N
2,331,paid,SR
2,332,paid,R
2,333,free,N
2,334,free,SR
2,335,free,N
2,336,free,N
2,337,paid,R
2,338,paid,N
2,339,free,N
2,340,free,N
2,341,paid,N
2,342,free,SR
2,343,free,N
2,344,paid,SR
2,345,free,N
2,346,free,R
2,347,free,SSR
2,348,paid,R
2,349,free,SR
2,350,paid,N
2,351,free,R
2,352,free,N
2,353,free,N
2,354,paid,N
2,355,paid,N
2,356,free,N
2,357,free,N
2,358,free,N
2,359,paid,R
2,360,free,N
2,361,paid,N
2,362,free,SR
2,363,paid,N
2,364,free,R
2,365,free,N
2,366,paid,N
2,367,free,N
2,368,free,N
2,369,free,N
2,370,paid,N
2,371,free,N
2,372,free,SR
2,373,free,SR
2,374,free,N
2,375,free,R
2,376,free,R
2,377,free,N
2,378,free,N
2,379,paid,R
2,380,free,R
2,381,paid,N
2,382,free,N
2,383,free,N
2,384,free,N
2,385,free,N
2,386,paid,N
2,387,free,R
2,388,free,N
2,389,free,N
2,390,free,N
2,391,paid,N
2,392,free,N
2,393,free,R
2,394,paid,SR
2,395,free,N
2,396,free,R
2,397,free,R
2,398,free,R
2,399,paid,SR
2,400,free,SR
2,401,paid,N
2,402,free,N
2,403,paid,SR
2,404,free,N
2,405,free,N
2,406,free,SSR
3,1,free,N
3,2,free,R
3,3,paid,R
3,4,paid,R
3,5,free,SR
3,6,free,N
3,7,paid,N
3,8,paid,N
3,9,free,SR
3,10,paid,N
3,11,free,N
3,12,free,N
3,13,free,N
3,14,free,N
3,15,paid,N
3,16,free,N
3,17,free,SR
3,18,free,N
3,19,paid,N
3,20,free,N
3,21,paid,N
3,22,free,SR
3,23,free,SR
3,24,free,SR
3,25,paid,N
3,26,free,N
3,27,free,R
3,28,paid,N
3,29,free,SSR
3,30,paid,N
3,31,free,N
3,32,free,SR
3,33,paid,N
3,34,free,N
3,35,free,SR
3,36,free,N
3,37,free,N
3,38,free,N
3,39,free,SR
3,40,paid,N
3,41,free,N
3,42,free,SR
3,43,free,R
3,44,free,N
3,45,free,SR
3,46,free,R
3,47,free,N
3,48,free,R
3,49,free,N
3,50,paid,R
3,51,free,N
3,52,free,N
3,53,free,N
3,54,paid,N
3,55,free,N
3,56,free,N
3,57,free,N
3,58,free,N
3,59,free,N
3,60,free,R
3,61,free,N
3,62,free,N
3,63,free,R
3,64,free,N
3,65,free,N
3,66,free,SR
3,67,paid,R
3,68,free,N
3,69,free,N
3,70,free,N
3,71,free,N
3,72,free,R
3,73,free,N
3,74,free,SSR
3,75,paid,SR
3,76,free,N
3,77,free,R
3,78,free,SR
3,79,free,N
3,80,free,SSR
3,81,free,N
3,82,free,SR
3,83,paid,N
3,84,free,SR
3,85,free,R
3,86,free,R
3,87,free,N
3,88,paid,SR
3,89,free,SR
3,90,paid,SR
3,91,free,SSR
3,92,paid,N
3,93,paid,N
3,94,free,R
3,95,free,N
3,96,free,N
3,97,paid,N
3,98,free,R
3,99,free,SR
3,100,free,N
3,101,free,N
3,102,paid,N
3,103,paid,SR
3,104,free,R
3,105,free,R
3,106,paid,SR
3,107,free,SSR
3,108,paid,R
3,109,paid,R
3,110,free,N
3,111,paid,N
3,112,paid,R
3,113,free,N
3,114,free,N
3,115,paid,N
3,116,free,SR
3,117,paid,N
3,118,free,N
3,119,free,N
3,120,free,N
3,121,free,R
3,122,free,N
3,123,free,N
3,124,free,SR
3,125,free,R
3,126,free,R
3,127,free,N
3,128,free,N
3,129,free,N
3,130,free,N
3,131,paid,R
3,132,paid,N
3,133,free,N
3,134,paid,N
3,135,free,N
3,136,free,N
3,137,free,N
3,138,paid,N
3,139,free,N
3,140,free,N
3,141,free,R
3,142,paid,N
3,143,paid,N
3,144,paid,N
3,145,paid,N
3,146,free,N
3,147,paid,N
3,148,paid,N
3,149,paid,R
3,150,free,R
3,151,free,N
3,152,free,N
3,153,free,SR
3,154,free,N
3,155,paid,R
3,156,free,N
3,157,free,N
3,158,free,N
3,159,paid,N
3,160,free,SR
3,161,free,N
3,162,free,N
3,163,free,N
3,164,free,N
3,165,free,R
3,166,free,SR
3,167,free,N
3,168,free,N
3,169,paid,SR
3,170,paid,R
3,171,paid,SR
3,172,free,R
3,173,free,R
3,174,free,N
3,175,free,SSR
3,176,free,N
3,177,paid,SR
3,178,free,SR
3,179,free,N
3,180,free,R
3,181,paid,N
3,182,paid,N
3,183,free,SR
3,184,free,R
3,185,paid,N
3,186,paid,N
3,187,free,N
3,188,free,N
3,189,free,R
3,190,free,SR
3,191,free,N
3,192,free,N
3,193,paid,R
3,194,free,R
3,195,free,N
3,196,free,R
3,197,paid,N
3,198,free,N
3,199,paid,SR
3,200,free,R
3,201,paid,R
3,202,free,R
3,203,free,R
3,204,paid,R
3,205,free,SR
3,206,free,R
3,207,free,N
3,208,free,R
3,209,free,SR
3,210,free,R
3,211,paid,SR
3,212,free,SR
3,213,free,N
3,214,free,N
3,215,free,SR
3,216,free,N
3,217,free,R
3,218,free,N
3,219,paid,N
3,220,free,N
3,221,paid,N
3,222,free,N
3,223,free,N
3,224,free,N
3,225,free,N
3,226,free,N
3,227,free,N
3,228,paid,N
3,229,free,R
3,230,free,SR
3,231,paid,N
3,232,free,N
3,233,paid,SR
3,234,free,SR
3,235,paid,R
3,236,free,SR
3,237,paid,N
3,238,free,N
3,239,free,N
3,240,free,R
3,241,paid,R
3,242,free,N
3,243,free,R
3,244,paid,N
3,245,free,N
3,246,free,R
3,247,free,SR
3,248,free,N
3,249,free,N
3,250,free,R
3,251,free,N
3,252,free,N
3,253,free,N
3,254,free,N
3,255,free,R
3,256,free,R
3,257,free,SR
3,258,free,SR
3,259,free,N
3,260,free,N
3,261,free,R
3,262,free,N
3,263,free,N
3,264,paid,SSR
3,265,free,N
3,266,free,R
3,267,free,R
3,268,free,N
3,269,paid,R
3,270,free,N
3,271,paid,SR
3,272,free,N
3,273,free,N
3,274,free,N
3,275,free,N
3,276,free,R
3,277,free,N
3,278,free,N
3,279,free,N
3,280,free,N
3,281,free,R
3,282,free,N
3,283,paid,SR
3,284,free,R
3,285,free,R
3,286,free,N
3,287,free,N
3,288,paid,R
3,289,free,N
3,290,free,N
3,291,free,R
3,292,free,SR
3,293,paid,SR
3,294,paid,N
3,295,free,SR
3,296,paid,N
3,297,free,N
3,298,paid,R
3,299,paid,R
3,300,free,N
3,301,free,R
3,302,free,N
3,303,free,N
3,304,free,SR
3,305,free,N
3,306,free,N
3,307,free,N
3,308,paid,N
3,309,free,N
3,310,paid,N
3,311,paid,R
3,312,paid,N
3,313,free,R
3,314,free,N
3,315,free,R
3,316,free,R
3,317,free,SR
3,318,free,N
3,319,free,N
3,320,paid,SR
3,321,free,SR
3,322,free,N
3,323,free,N
3,324,free,N
3,325,free,SR
3,326,free,N
3,327,paid,N
3,328,free,R
3,329,paid,R
3,330,free,R
3,331,free,SR
3,332,free,R
3,333,free,SR
3,334,paid,N
3,335,paid,R
3,336,paid,N
3,337,free,N
3,338,free,N
3,339,free,N
3,340,free,N
3,341,free,N
3,342,free,SR
3,343,free,SR
3,344,free,N
3,345,free,SR
3,346,free,N
3,347,free,N
3,348,free,R
3,349,free,N
3,350,paid,N
3,351,free,N
3,352,free,R
3,353,free,SR
3,354,free,N
3,355,paid,N
3,356,paid,N
3,357,free,R
3,358,free,N
3,359,free,N
3,360,free,N
3,361,free,SR
3,362,free,R
3,363,free,R
3,364,paid,N
3,365,free,N
3,366,free,N
3,367,free,N
3,368,free,R
3,369,free,N
3,370,paid,N
3,371,free,N
3,372,paid,R
3,373,free,N
3,374,paid,N
3,375,free,N
3,376,free,N
3,377,paid,SR
3,378,free,N
3,379,free,N
3,380,free,R
3,381,free,R
3,382,free,R
3,383,free,N
3,384,free,N
3,385,free,R
3,386,free,SR
3,387,free,SR
3,388,free,SSR
3,389,free,R
3,390,paid,R
3,391,paid,SR
3,392,free,N
3,393,free,SR
3,394,free,SR
3,395,paid,N
3,396,free,N
3,397,free,N
3,398,free,N
3,399,free,R
3,400,paid,N
3,401,free,N
3,402,free,SR
3,403,free,R
3,404,free,N
3,405,free,R
3,406,free,N
3,407,free,R
3,408,free,N
4,1,free,R
4,2,free,N
4,3,free,N
4,4,paid,R
4,5,paid,N
4,6,paid,N
4,7,free,SR
4,8,free,N
4,9,free,SR
4,10,free,SR
4,11,free,R
4,12,paid,N
4,13,free,N
4,14,paid,R
4,15,free,SR
4,16,free,SR
4,17,paid,N
4,18,free,R
4,19,free,SR
4,20,free,N
4,21,free,N
4,22,paid,N
4,23,free,N
4,24,free,R
4,25,paid,N
4,26,paid,N
4,27,free,N
4,28,free,N
4,29,free,R
4,30,free,N
4,31,free,N
4,32,free,N
4,33,free,SR
4,34,free,R
4,35,free,N
4,36,free,SR
4,37,free,R
4,38,paid,SR
4,39,free,N
4,40,paid,N
4,41,free,R
4,42,free,N
4,43,free,N
4,44,free,N
4,45,free,N
4,46,free,N
4,47,free,N
4,48,free,SR
4,49,free,N
4,50,free,N
4,51,paid,R
4,52,paid,N
4,53,free,R
4,54,free,R
4,55,free,R
4,56,free,R
4,57,free,SR
4,58,paid,R
4,59,free,N
4,60,free,SR
4,61,free,SR
4,62,free,N
4,63,free,R
4,64,free,N
4,65,paid,N
4,66,free,SSR
4,67,free,N
4,68,free,N
4,69,free,N
4,70,paid,R
4,71,paid,N
4,72,paid,SR
4,73,free,R
4,74,free,R
4,75,free,N
4,76,free,N
4,77,paid,SR
4,78,free,N
4,79,free,N
4,80,free,N
4,81,free,R
4,82,free,N
4,83,free,N
4,84,paid,N
4,85,free,SSR
4,86,free,N
4,87,paid,N
4,88,free,R
4,89,free,N
4,90,free,R
4,91,paid,R
4,92,paid,N
4,93,free,N
4,94,free,R
4,95,free,R
4,96,free,R
4,97,free,N
4,98,free,N
4,99,free,N
4,100,free,N
4,101,free,SR
4,102,free,N
4,103,free,N
4,104,free,SR
4,105,free,N
4,106,paid,N
4,107,paid,N
4,108,free,N
4,109,free,N
4,110,free,N
4,111,free,N
4,112,free,SR
4,113,free,SR
4,114,paid,N
4,115,free,N
4,116,free,R
4,117,paid,R
4,118,free,N
4,119,free,SSR
4,120,paid,SR
4,121,paid,N
4,122,free,N
4,123,free,R
4,124,paid,R
4,125,free,N
4,126,free,N
4,127,free,SR
4,128,free,N
4,129,paid,SR
4,130,paid,N
4,131,free,N
4,132,free,N
4,133,paid,R
4,134,free,N
4,135,free,R
4,136,free,N
4,137,free,N
4,138,free,N
4,139,free,N
4,140,free,N
4,141,free,R
4,142,free,N
4,143,free,R
4,144,free,SR
4,145,free,R
4,146,paid,N
4,147,free,R
4,148,free,N
4,149,free,N
4,150,free,N
4,151,free,R
4,152,free,N
4,153,free,SR
4,154,free,SR
4,155,free,N
4,156,free,N
4,157,free,R
4,158,free,R
4,159,free,SR
4,160,free,N
4,161,free,N
4,162,paid,SR
4,163,paid,N
4,164,free,R
4,165,paid,N
4,166,free,N
4,167,free,R
4,168,paid,R
4,169,free,SR
4,170,paid,SSR
4,171,free,R
4,172,free,N
4,173,free,R
4,174,free,N
4,175,free,N
4,176,free,N
4,177,free,N
4,178,paid,R
4,179,free,N
4,180,free,N
4,181,free,N
4,182,free,SR
4,183,free,N
4,184,free,N
4,185,paid,R
4,186,free,N
4,187,free,SSR
4,188,paid,R
4,189,paid,N
4,190,free,SR
4,191,free,N
4,192,free,R
4,193,free,R
4,194,free,N
4,195,free,N
4,196,free,N
4,197,paid,N
4,198,paid,N
4,199,free,R
4,200,free,R
4,201,free,N
4,202,free,N
4,203,free,R
4,204,free,SR
4,205,free,N
4,206,free,N
4,207,paid,N
4,208,free,R
4,209,paid,N
4,210,paid,N
4,211,free,N
4,212,free,N
4,213,paid,N
4,214,free,N
4,215,free,R
4,216,free,R
4,217,free,SR
4,218,free,N
4,219,free,N
4,220,free,SR
4,221,free,N
4,222,free,N
4,223,free,N
4,224,free,SR
4,225,free,N
4,226,free,R
4,227,free,R
4,228,free,R
4,229,free,N
4,230,free,N
4,231,paid,N
4,232,paid,N
4,233,free,R
4,234,free,N
4,235,paid,N
4,236,free,R
4,237,free,SR
4,238,paid,N
4,239,free,N
4,240,paid,N
4,241,free,SR
4,242,free,N
4,243,free,N
4,244,free,N
4,245,paid,N
4,246,paid,SR
4,247,free,R
4,248,free,R
4,249,free,N
4,250,free,N
4,251,free,R
4,252,free,N
4,253,free,N
4,254,free,R
4,255,free,N
4,256,free,R
4,257,free,SR
4,258,free,SR
4,259,paid,SR
4,260,free,N
4,261,free,N
4,262,free,N
4,263,free,N
4,264,free,N
4,265,free,N
4,266,free,R
4,267,free,N
4,268,free,N
4,269,free,R
4,270,free,N
4,271,free,SR
4,272,free,N
4,273,free,N
4,274,paid,R
4,275,free,R
4,276,free,N
4,277,free,R
4,278,free,R
4,279,free,N
4,280,free,N
4,281,free,N
4,282,free,R
4,283,free,N
4,284,free,R
4,285,free,N
4,286,free,R
4,287,free,N
4,288,free,R
4,289,paid,N
4,290,free,N
4,291,free,R
4,292,free,N
4,293,paid,N
4,294,paid,N
4,295,free,R
4,296,free,N
4,297,free,N
4,298,paid,R
4,299,free,R
4,300,paid,N
4,301,paid,N
4,302,paid,SR
4,303,paid,N
4,304,paid,N
4,305,free,R
4,306,paid,N
4,307,paid,R
4,308,free,R
4,309,free,N
4,310,free,N
4,311,paid,N
4,312,paid,SSR
4,313,free,N
4,314,paid,SR
4,315,free,N
4,316,free,N
4,317,paid,N
4,318,free,N
4,319,free,N
4,320,paid,N
4,321,free,N
4,322,free,N
4,323,free,N
4,324,free,SR
4,325,paid,N
4,326,free,SR
4,327,free,N
4,328,free,N
4,329,free,N
4,330,free,R
4,331,free,SSR
4,332,free,N
4,333,free,SR
4,334,paid,R
4,335,free,R
4,336,free,N
4,337,free,R
4,338,free,N
4,339,free,N
4,340,paid,R
4,341,free,SR
4,342,free,N
4,343,free,N
4,344,free,N
4,345,free,R
4,346,paid,R
4,347,free,SR
4,348,free,N
4,349,free,N
4,350,paid,R
4,351,free,R
4,352,free,R
4,353,paid,N
4,354,free,R
4,355,free,N
4,356,free,N
4,357,free,R
4,358,free,N
4,359,free,R
4,360,free,SR
4,361,paid,N
4,362,free,R
4,363,free,N
4,364,free,R
4,365,free,SR
4,366,free,N
4,367,paid,R
4,368,paid,R
4,369,free,R
4,370,free,N
4,371,free,N
4,372,paid,R
4,373,free,N
4,374,free,N
4,375,paid,R
4,376,paid,N
4,377,free,N
4,378,free,R
4,379,free,N
4,380,free,N
4,381,free,R
4,382,free,N
4,383,free,N
4,384,free,SR
4,385,free,SSR
4,386,free,SR
4,387,free,SR
4,388,free,N
4,389,free,N
4,390,free,N
4,391,free,N
4,392,free,N
4,393,free,SR
4,394,free,N
4,395,paid,SR
4,396,free,N
4,397,free,N
4,398,free,R
4,399,free,N
4,400,free,N
4,401,paid,N
4,402,free,N
4,403,free,R
4,404,free,N
4,405,paid,R
4,406,free,R
4,407,paid,N
4,408,free,N
4,409,free,N
4,410,free,R
4,411,free,N
4,412,free,N
