USER_ID,Q1,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11,Q12,Q12S1,Q13,Q13S1,Q13S2,Q14,Q14S1,Q15,Q15S1,Q15S2,Q16,Q16S1,Q16S2,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q18S1,Q19S1,Q20S1,Q20S2,Q20S3_1,Q20S3_2,Q20S3_3,Q20S3_4,Q20S3_5,Q20S3_6,Q21S1,Q21S2,Q21S3_1,Q21S3_2,Q21S3_3,Q21S3_4,Q21S3_5,Q21S3_6,Q22S1,Q22S2,Q22S3_1,Q22S3_2,Q22S3_3,Q22S3_4,Q22S3_5,Q22S3_6,Q23S1,Q23S2,Q23S3_1,Q23S3_2,Q23S3_3,Q23S3_4,Q23S3_5,Q23S3_6,Q24S1,Q24S2,Q24S3_1,Q24S3_2,Q24S3_3,Q24S3_4,Q24S3_5,Q24S3_6,Q25S1,Q25S2,Q25S3_1,Q25S3_2,Q25S3_3,Q25S3_4,Q25S3_5,Q25S3_6,Q26S1,Q26S2,Q26S3_1,Q26S3_2,Q26S3_3,Q26S3_4,Q26S3_5,Q26S3_6,Q27S1,Q27S2,Q27S3_1,Q27S3_2,Q27S3_3,Q27S3_4,Q27S3_5,Q27S3_6,Q28_1,Q29,Q30,Q31,Q32,Q33,Q34,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q35_9,Q35_10,Q35_11,Q35_12,Q35_13,Q35_14,Q35_15,Q36S1,Q36S2,Q36S3,Q36S4,Q36S5,Q36S6,Q36S7,Q36S8,Q36S9,Q37,Q38,Q39,Q40S1,Q40S2,Q40S3,Q40S4,Q40S5,Q41_1,Q41_2,Q41_3,Q41_4,Q41_5,Q41_6,Q42,Q43,Q44,Q45,Q46,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q47_7,Q47_8,Q47_9,Q47_10,Q47_11,Q47_12,Q47_13,Q47_14,Q47_15,Q47_16,Q47_17,Q48_1,Q48_2,Q48_3,Q48_4,Q48_5,Q48_6,Q49_1,Q49_2,Q49_3,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q50_6,Q51_1,Q51_2,Q51_3,Q51_4,Q51_5,Q51_6,Q51_7,Q51_8,Q51_9,Q51_10,Q51_11,Q51_12,Q51_13,Q51_14,Q51_15,Q52,Q53,Q54,Q55,Q56_1,Q56_2,Q56_3,Q56_4,Q56_5,Q56_6,Q56_7,Q57,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q58_6,Q58_7,Q58_8,Q58_9,Q58_10,Q58_11,Q58_12,Q58_13,Q58_14,Q58_15,Q58_16,Q59,Q59_1,Q59_2,Q59_3,Q59_4,X2_1,X2_2,X2_3,Q60,Q60S1,Q61,Q62S1,Q62S2,Q62S4,Q63,Q63S1,Q63S2,Q63S4,Q64,Q65,seg,gender,age,chiiki,QVOTES,QVOTEP,r
480,3,3,1,5,10,10,50,30,80,50,10,10,40,30,70,50,5,3,2,3,4,8,NA,8,1,1,0,0,0,0,0,0,2,NA,NA,1,5,6,2,3,1,4,7,1,8,7,0,0,0,0,1,0,0,0,3,4,2,2,1,1,1,2,3,3,1,2,1,1,2,2,3,4,4,2,1,1,1,1,3,4,2,1,2,2,2,3,3,3,4,2,1,2,2,2,3,3,3,2,1,2,2,2,3,3,4,4,3,3,3,3,3,3,3,2,1,1,2,2,3,3,4,5,3,4,2,3,4,1,2,2,2,2,2,5,5,4,5,3,2,2,3,1,3,2,2,3,1,3,3,3,1,4,5,4,3,4,3,3,4,3,3,3,2,2,2,2,3,3,3,4,NA,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,3,3,2,2,2,2,2,2,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,2,3,3,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,43,NA,9,24,49,2,4,3,2,1,3,2,5,NA,NA,1,2,109,2,49,27,5,6,-0.08699634335068496
481,3,2,2,5,60,60,30,20,30,0,50,60,0,10,30,0,3,2,4,3,3,8,NA,2,0,0,1,0,0,1,0,0,2,NA,NA,1,1,2,2,1,1,2,2,1,1,2,1,0,0,0,0,0,0,0,2,4,2,3,3,2,3,2,2,2,1,1,3,2,3,2,2,2,1,2,2,3,2,3,3,3,2,1,1,3,1,3,3,3,1,3,2,3,2,3,3,3,1,2,2,3,2,3,3,3,1,2,2,3,2,3,3,3,1,2,2,3,2,3,3,3,5,4,2,3,2,3,4,1,5,2,1,1,1,2,4,2,5,1,1,1,2,1,3,2,1,2,4,3,2,2,3,4,4,3,4,4,5,5,4,3,3,3,2,2,2,1,2,2,5,3,NA,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,4,5,2,2,2,2,2,1,4,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,3,2,4,3,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,NA,NA,37,NA,4,1,55,1,NA,2,1,5,7,1,NA,NA,NA,1,8,117,1,55,33,1,2,-0.829292511127422
482,3,2,2,4,50,50,50,50,50,50,50,50,50,50,55,50,3,4,4,3,3,8,NA,5,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,8,7,1,8,7,1,0,0,0,0,0,0,0,2,3,3,1,2,2,2,3,3,3,3,2,2,2,2,3,3,3,3,1,2,2,2,3,3,3,2,1,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,2,2,2,2,3,3,3,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,6,2,3,3,2,2,3,2,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,2,3,2,NA,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,2,3,3,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,NA,NA,41,NA,3,10,51,1,NA,4,1,5,6,1,NA,NA,NA,1,7,117,1,51,32,NA,NA,-0.08154605127049273
483,3,1,1,4,10,75,10,50,75,50,10,75,10,50,75,50,5,3,3,3,4,2,2,NA,1,0,0,0,0,0,0,0,2,NA,NA,1,2,2,1,NA,1,2,2,1,2,2,1,1,0,0,0,0,0,0,3,4,4,1,1,2,1,2,3,4,3,2,4,3,3,3,2,2,4,2,1,2,1,1,4,4,1,1,3,3,3,3,3,3,4,1,1,4,3,4,4,4,4,2,1,2,3,2,4,4,3,4,3,3,3,3,3,3,4,1,1,2,3,2,4,4,6,3,2,4,3,2,4,1,5,4,2,2,2,2,3,3,5,1,2,3,3,3,3,2,1,2,2,3,3,2,4,2,3,3,5,5,5,5,5,4,3,3,3,2,2,1,3,2,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,3,3,3,3,3,3,3,2,2,5,4,5,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,2,3,3,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,NA,NA,49,NA,2,21,43,2,3,4,1,6,8,1,NA,NA,NA,1,8,18,1,43,7,2,2,0.16631365309451643
484,2,3,2,1,40,30,30,30,20,20,50,40,30,30,20,20,5,5,2,4,3,8,NA,1,0,0,1,1,1,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,1,0,0,0,0,0,0,0,3,4,2,4,1,3,2,3,4,4,2,4,3,3,3,2,2,2,2,4,1,2,2,2,4,4,3,2,1,3,2,3,4,4,3,2,1,4,2,2,4,4,3,4,1,2,2,2,3,4,4,2,1,2,2,2,3,3,1,4,1,2,2,2,3,4,6,5,4,3,4,3,5,1,2,2,1,1,3,3,2,5,5,4,3,1,3,2,3,2,4,4,3,4,4,1,4,5,4,5,5,4,3,4,5,4,4,4,4,4,4,1,2,1,3,3,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,3,3,3,3,3,3,3,3,2,3,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,4,3,3,3,2,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,NA,NA,47,NA,7,17,45,1,NA,2,6,NA,NA,2,6,NA,NA,4,2,60,1,45,13,NA,NA,0.707785229999856
485,3,2,1,1,80,20,45,40,2,5,80,20,40,45,1,5,2,2,2,2,2,1,2,NA,0,1,0,0,1,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,1,2,1,3,2,3,4,4,2,1,2,3,3,2,3,3,1,2,1,2,2,1,4,4,2,2,2,2,2,2,2,2,1,1,1,4,2,2,4,4,1,1,1,1,2,1,4,4,2,3,2,2,2,2,2,2,1,1,1,1,2,1,4,4,6,2,2,2,2,2,2,3,4,4,2,3,2,4,2,3,5,2,3,2,3,4,2,3,2,2,3,3,2,2,4,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,1,2,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,4,2,2,4,2,2,2,2,5,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,3,2,3,3,3,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,NA,NA,53,NA,4,15,39,2,2,3,1,5,5,1,NA,NA,NA,4,8,31,1,39,11,1,1,-0.47740105768817154
486,3,1,1,3,0,70,5,5,40,30,35,65,10,5,45,30,4,4,3,4,5,1,1,NA,0,0,0,0,0,0,0,1,2,NA,NA,1,2,2,1,NA,1,2,5,1,1,5,1,0,0,0,0,0,0,0,2,4,4,2,1,3,1,4,3,4,1,3,4,3,4,4,3,2,4,3,1,1,1,2,3,3,1,2,1,2,1,3,3,4,4,2,1,4,1,2,3,4,3,3,1,2,1,2,3,4,1,2,1,1,1,2,2,3,3,3,1,2,1,3,4,4,7,5,1,4,3,2,2,2,4,3,3,2,2,4,3,2,4,3,4,4,4,4,4,2,3,4,3,3,2,2,3,1,3,3,5,4,3,5,5,3,2,3,2,2,2,2,3,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,1,4,4,4,4,4,4,2,2,3,5,4,2,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,2,2,2,2,2,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,32,NA,9,23,60,1,NA,4,2,1,2,2,2,1,2,1,9,62,1,60,13,2,2,-1.3219922211109612
487,3,2,1,3,50,50,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,8,NA,6,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,1,4,4,1,5,2,1,1,1,1,1,1,0,0,2,3,3,2,2,2,2,3,2,3,2,2,1,1,2,4,3,4,2,1,1,2,3,3,2,4,3,1,1,1,2,3,4,2,3,2,1,2,1,1,2,3,2,2,1,1,2,3,2,1,2,3,1,2,1,3,4,4,2,2,1,2,1,2,3,4,6,3,3,2,3,3,4,1,2,3,4,1,3,3,2,5,4,4,2,2,2,3,2,2,2,3,4,1,2,3,2,3,3,4,3,4,4,3,3,2,2,4,3,3,3,2,2,2,3,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,3,5,1,3,2,4,4,4,2,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,4,3,2,4,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,NA,NA,40,NA,6,5,52,2,4,1,5,NA,NA,1,NA,NA,NA,1,12,89,1,52,22,NA,NA,-0.9740334890802129
488,2,3,2,7,50,0,50,10,0,0,50,5,10,0,0,5,3,4,3,3,3,8,NA,1,0,1,0,0,1,1,0,0,6,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,3,3,1,1,3,2,3,3,4,3,3,1,2,2,2,3,4,2,4,1,2,2,3,4,4,3,3,2,2,2,2,3,3,2,3,1,3,2,2,3,3,1,3,1,2,2,3,4,4,2,4,2,2,2,2,2,2,2,4,1,2,2,2,4,4,6,3,2,2,3,3,4,3,1,3,3,3,1,5,3,4,5,1,2,2,3,3,2,3,3,3,2,2,3,2,4,3,3,3,3,2,2,3,3,2,3,3,3,2,2,1,1,4,3,4,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,3,4,4,2,2,2,3,2,4,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,2,3,3,2,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,NA,NA,24,NA,5,4,68,2,4,1,1,5,9,1,NA,NA,NA,1,4,90,1,68,24,NA,NA,-0.5192752939443326
489,3,1,1,6,60,45,40,30,30,20,60,50,40,30,30,20,3,3,3,2,2,1,2,NA,0,0,0,0,0,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,2,3,2,2,3,2,3,3,3,3,2,3,2,3,2,2,2,2,2,2,3,2,3,3,3,3,2,2,3,2,3,3,3,2,2,2,3,2,3,3,3,2,2,2,3,2,3,3,3,3,2,2,3,2,3,3,3,2,2,2,3,2,3,3,3,6,3,2,2,3,3,2,3,4,3,3,2,2,3,3,3,4,3,2,3,3,4,2,3,2,3,3,2,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,1,3,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,2,2,3,3,3,3,2,2,2,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,2,3,3,2,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,33,NA,8,27,59,1,NA,4,1,1,6,2,1,3,6,1,6,68,2,59,13,1,1,-1.3291737822508858
490,3,1,3,5,70,30,0,90,0,0,65,30,0,90,0,0,2,2,2,2,2,4,2,NA,0,0,1,0,1,1,0,0,2,NA,NA,1,4,4,1,NA,1,4,4,1,4,4,1,0,0,1,0,0,0,0,2,1,1,1,1,1,3,1,3,3,1,2,2,2,2,2,2,2,1,2,1,1,4,1,4,4,4,2,1,4,2,2,2,2,3,2,1,3,2,4,4,4,1,1,1,1,4,1,4,4,4,3,1,1,4,1,4,4,1,2,1,1,4,1,4,4,6,2,2,2,4,2,5,2,5,2,4,4,2,5,5,2,5,1,4,2,1,2,4,4,1,4,4,4,4,1,4,4,2,5,2,3,2,2,2,2,2,3,2,3,3,3,3,2,4,4,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,2,5,2,5,5,3,1,2,4,2,4,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4,3,4,3,3,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,NA,NA,46,NA,8,31,46,2,4,4,1,3,5,1,NA,NA,NA,4,6,46,1,46,14,4,4,-0.03607595742053931
491,3,3,1,1,60,40,40,40,50,30,55,40,30,40,45,30,4,2,2,2,3,1,2,NA,0,0,1,0,0,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,3,3,2,2,2,2,2,2,2,3,2,4,4,3,3,2,1,2,2,1,1,2,2,4,4,2,2,2,3,2,3,3,4,2,2,1,3,2,3,4,4,2,2,2,2,3,2,4,4,2,2,1,2,2,2,3,3,1,1,1,1,3,2,4,4,8,3,1,2,2,3,3,3,2,3,2,2,3,3,3,2,4,3,3,3,4,4,2,3,2,2,3,2,2,3,3,2,3,3,3,3,3,3,3,2,2,3,3,2,3,2,3,1,1,4,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,2,1,3,3,3,4,1,4,3,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,4,2,4,3,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,NA,NA,48,NA,7,21,44,2,2,4,1,5,6,1,NA,NA,NA,2,6,32,1,44,9,1,1,-0.6752224096248876
492,3,3,2,7,25,50,30,40,50,50,25,40,25,40,50,50,5,5,5,5,5,8,NA,6,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,0,0,0,0,1,4,3,1,2,1,2,2,2,3,4,1,3,1,1,1,1,3,4,2,3,2,2,2,2,3,3,1,1,2,2,2,2,3,3,3,2,1,2,2,2,3,4,4,2,1,2,2,2,3,4,1,3,2,2,2,2,4,4,3,3,1,1,1,1,3,3,6,5,2,4,4,4,4,1,3,2,2,1,5,5,5,5,5,1,3,1,3,3,1,2,1,1,1,4,1,1,1,4,4,4,5,5,5,5,5,4,3,4,4,4,4,1,3,3,4,4,NA,NA,1,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,4,2,2,4,4,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,3,4,3,2,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,NA,NA,52,NA,12,12,39,2,4,3,1,4,5,1,NA,NA,NA,1,7,87,1,39,23,NA,NA,-0.07072913045847157
493,3,1,1,1,0,0,0,0,100,0,0,0,0,0,100,0,5,5,5,5,5,5,1,NA,1,0,0,0,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,2,NA,NA,1,2,2,0,0,0,0,1,0,0,0,3,3,3,2,1,3,1,3,3,1,3,1,4,3,3,3,3,3,3,2,1,3,1,3,3,3,2,2,1,2,1,3,3,3,4,2,1,2,1,2,4,2,3,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,1,3,3,3,3,3,7,4,3,4,4,3,3,1,5,4,4,1,3,5,5,3,5,5,1,4,5,4,2,3,3,3,1,2,1,1,4,1,3,3,5,5,5,5,5,3,3,3,3,3,3,2,3,3,2,4,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,4,4,4,2,4,2,2,2,4,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,3,3,3,4,4,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,31,NA,8,28,61,2,4,99,5,NA,NA,2,1,3,4,1,12,41,2,61,10,NA,NA,2.208112670822158
494,3,1,2,8,30,100,50,50,50,50,20,100,30,50,90,50,2,2,2,2,2,1,2,NA,0,1,0,0,1,0,0,0,3,NA,NA,2,NA,NA,NA,NA,1,1,3,2,NA,NA,1,0,0,0,0,0,0,0,2,3,2,2,2,3,2,2,3,2,2,1,2,3,2,3,3,3,1,3,2,3,2,3,3,2,1,2,2,3,2,3,3,2,3,2,2,3,2,2,3,2,2,3,2,3,2,2,3,2,3,3,2,3,2,3,3,2,2,4,2,3,2,3,3,2,4,2,2,2,3,2,3,3,5,2,4,1,3,3,4,3,4,5,5,2,3,1,2,3,2,2,4,2,3,2,1,3,4,4,4,4,2,2,2,3,3,3,3,3,2,1,3,2,1,1,2,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,2,2,2,3,4,4,2,1,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,3,2,2,4,2,4,4,1,4,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,53,NA,9,23,39,1,NA,99,1,4,5,1,NA,NA,NA,1,4,45,1,39,14,NA,NA,2.684127554866632
495,3,3,3,8,0,0,0,0,50,30,0,0,0,0,50,30,5,5,5,5,5,8,NA,5,0,1,0,0,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,8,7,1,8,7,1,0,0,0,0,0,0,0,4,4,4,1,1,3,1,3,2,3,1,1,1,1,2,1,4,3,1,1,1,1,2,1,3,4,1,1,1,3,2,3,4,4,4,3,1,4,1,3,4,4,3,1,1,1,2,1,4,4,4,3,1,1,1,1,4,4,1,3,1,1,2,1,4,4,6,5,2,4,5,5,5,1,5,1,1,1,4,3,2,5,5,5,1,1,3,1,3,3,3,2,4,4,1,1,4,3,3,5,5,5,5,5,5,4,4,4,2,4,4,2,3,3,1,4,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,3,3,3,3,2,2,2,5,5,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,2,4,3,2,4,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,25,NA,3,20,67,2,4,4,1,3,7,1,NA,NA,NA,2,5,34,1,67,11,NA,NA,0.9231797776445039
496,3,2,1,8,75,40,75,40,50,50,80,30,60,50,40,20,2,2,2,2,2,1,2,NA,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,1,1,1,3,2,2,3,4,3,1,1,3,2,2,3,4,2,1,2,2,2,2,3,4,1,1,1,2,2,2,2,4,2,2,2,4,2,2,3,4,1,2,1,3,2,2,3,4,2,3,2,2,2,2,2,2,1,1,2,2,2,2,2,4,5,3,2,2,2,2,3,3,4,3,4,2,1,4,2,3,3,2,4,2,4,3,3,3,3,3,3,2,2,3,3,3,3,4,3,2,2,2,2,2,2,2,2,1,2,2,4,4,2,4,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,2,3,2,2,3,2,2,2,2,3,3,4,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,4,3,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,NA,NA,32,NA,2,24,60,2,4,4,6,NA,NA,1,NA,NA,NA,2,9,48,1,60,14,NA,NA,-0.582528907556042
497,2,1,2,8,10,50,20,50,30,50,20,50,20,30,30,50,4,4,5,4,4,6,2,NA,1,0,0,0,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,5,5,1,5,5,0,0,0,0,0,0,0,1,3,4,3,2,1,1,1,2,2,3,3,2,1,2,1,2,3,4,4,2,1,2,1,2,3,4,2,2,1,2,1,2,3,4,4,2,1,2,1,3,4,4,4,2,1,2,1,2,4,4,3,3,2,2,2,3,3,3,4,2,1,2,1,2,4,4,7,4,3,4,4,3,4,2,3,2,2,2,3,4,3,3,3,2,3,2,3,3,3,2,3,3,2,3,3,2,2,2,3,4,4,4,4,5,4,3,3,3,3,2,2,4,3,1,3,4,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,4,4,4,4,4,4,2,2,4,3,3,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,2,3,3,2,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,NA,NA,30,NA,7,2,62,1,NA,2,2,4,7,1,NA,NA,NA,1,3,6,1,62,1,NA,NA,0.27350926045571816
498,3,3,3,1,75,50,50,50,40,30,75,40,50,50,40,20,2,2,2,2,2,1,2,NA,0,0,0,0,0,1,0,0,3,NA,NA,1,8,1,2,5,1,1,7,1,8,7,1,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,2,1,1,1,2,2,4,4,1,1,1,1,2,2,4,4,2,2,2,2,2,2,4,4,3,2,1,4,4,4,4,4,1,1,1,1,2,2,4,4,3,3,1,2,2,4,4,4,1,1,1,1,1,1,4,4,9,2,2,1,2,2,2,3,3,4,3,3,3,3,3,3,5,3,2,2,3,3,2,3,2,2,3,2,2,2,3,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,4,3,2,1,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,3,2,2,2,3,3,3,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,2,4,3,2,3,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,42,NA,1,30,50,2,2,3,5,NA,NA,2,5,NA,NA,2,8,110,2,50,26,8,1,-0.6617483494537532
499,3,2,1,5,0,0,0,0,80,70,0,0,0,0,80,70,5,5,5,5,5,5,2,NA,1,1,1,1,0,0,1,0,2,NA,NA,1,8,5,2,1,1,2,2,1,2,2,0,0,0,0,1,0,0,0,4,4,3,2,1,2,1,4,3,2,3,1,1,2,2,1,3,3,4,1,1,1,1,1,4,4,2,2,1,3,2,3,3,2,4,1,1,2,1,2,3,4,4,1,1,1,1,1,4,4,3,3,1,2,1,1,3,3,4,1,1,2,2,1,4,4,1,5,1,4,3,3,3,1,3,2,2,2,4,5,3,5,5,3,5,2,3,2,2,3,4,2,1,4,4,1,4,4,3,4,5,5,5,5,5,4,3,3,3,2,3,2,3,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,5,5,5,3,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,3,2,4,4,2,4,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,23,NA,6,12,69,2,4,4,6,NA,NA,2,1,6,9,1,11,90,1,69,22,8,5,-0.43660155414912466
500,3,3,1,2,70,0,0,0,0,0,70,0,80,0,0,0,4,4,2,3,3,3,2,NA,0,1,0,0,0,0,0,0,2,NA,NA,1,1,3,2,1,1,1,3,1,1,3,1,0,0,0,0,0,0,0,1,1,4,1,1,3,1,3,3,3,4,1,1,3,1,3,3,3,1,1,1,3,1,3,3,3,2,2,1,2,1,2,2,2,1,1,1,4,1,4,4,4,1,1,1,4,1,4,4,4,4,3,3,3,3,3,3,3,1,1,1,3,2,3,3,3,9,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,2,1,1,4,1,3,3,3,3,3,3,3,2,3,3,3,4,3,3,1,1,3,3,NA,NA,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,3,2,2,2,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,3,3,2,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,18,NA,4,23,74,2,4,2,6,NA,NA,1,NA,NA,NA,2,3,63,1,74,13,1,3,0.7426027845521449
